Algorithm,Seed,Population,Generation,Solutions,GD,IGD,HV,S,STE
Hybrids,3,715,105,715,0.006501094697381749,0.042881330486201234,0.8413722691141162,0.0030472797062021514,1.9560169115471277e-05
Hybrids,3,797,110,797,0.006489437495510688,0.04054857740432664,0.8421803033334108,0.0027612037452815945,1.5851782306475413e-05
Hybrids,3,801,115,801,0.006070467704287539,0.0400921131315402,0.8435711459454414,0.002605376603188567,1.4437208989246792e-05
Hybrids,3,829,120,829,0.005960210927669191,0.036430063576981114,0.8465355681909443,0.0026946330727174107,1.4692635093572868e-05
Hybrids,3,820,125,820,0.006028633086213296,0.03556448487498872,0.8563399889321213,0.0027343035523954055,1.4815362304191557e-05
Hybrids,3,843,130,843,0.005949142864158422,0.0352519574207516,0.8569710753844181,0.0025997434921259553,1.3658323207386768e-05
Hybrids,3,882,135,882,0.005828726494743802,0.034065579419527814,0.8581360346199163,0.0021098769807533263,8.949256639289486e-06
Hybrids,3,884,140,884,0.005710416799383972,0.032859933590041836,0.8613088666849951,0.0024580791994641077,1.2016624290672361e-05
Hybrids,3,915,145,915,0.005696558212246835,0.03164752795324355,0.8615347723239295,0.002575327791827717,1.3154314598160788e-05
Hybrids,3,910,150,910,0.005680573935213443,0.030751015272235043,0.8635975691228636,0.0023267191625498482,1.0955078126707118e-05
Hybrids,3,905,155,905,0.005937878354243067,0.029425699753322286,0.8717243035570298,0.002096021414207037,8.711537192214404e-06
Hybrids,3,892,160,892,0.005647935825625312,0.02852211177258761,0.8722526069812829,0.002400705433901792,1.1568240625649983e-05
Hybrids,3,884,165,884,0.005526111130352975,0.02691149118604471,0.8730462128048366,0.0022790871902950527,1.0243539684058317e-05
Hybrids,3,903,170,903,0.005378155844511801,0.02467294021456017,0.8754591758560181,0.002292659402415687,1.0481506906671245e-05
Hybrids,3,878,175,878,0.005253270665285123,0.023701121852087628,0.8755966383271417,0.0026234969545511147,1.3177898327372389e-05
Hybrids,3,874,180,874,0.005249195883513533,0.02238983876289805,0.8757364281766116,0.0026483785697308006,1.2573957226093056e-05
Hybrids,3,890,185,890,0.005184741544664612,0.022523017848019074,0.8759209964486745,0.0024097683098356815,1.0498792270507536e-05
Hybrids,3,859,190,859,0.0050508218262616976,0.022227253275765156,0.8763400585323233,0.002324163788022853,9.940866600490117e-06
Hybrids,3,893,195,893,0.005066049183249367,0.022599574949858814,0.8769239787747793,0.0021859947508577047,8.842198319137053e-06
Hybrids,3,904,200,904,0.0051568490596837265,0.02108366038758972,0.8769776231004827,0.00237193613056043,1.0410272039314087e-05
Hybrids,3,832,205,832,0.005335556471008251,0.019294615198503205,0.8795232084068946,0.0023856813211503235,1.0225710987364121e-05
Hybrids,3,882,210,882,0.005092803492842325,0.01797478254324154,0.8814166895573984,0.002551122670550198,1.1654591493483232e-05
Hybrids,3,903,215,903,0.005250565428240281,0.017320338217903113,0.8842479147751284,0.0025497477316165145,1.1583732132310622e-05
Hybrids,3,919,220,919,0.005164267577312321,0.016490455259228407,0.8850744577457272,0.0022233294809205794,9.252805195363402e-06
Hybrids,3,930,225,930,0.0051505665297760655,0.01580760007614681,0.8853095620562745,0.0021782055921655504,8.880918962456707e-06
Hybrids,3,964,230,964,0.005269644670962421,0.01550111536660862,0.8854105917973883,0.0021516914202954008,8.428098265231724e-06
Hybrids,3,917,235,917,0.005108633701161498,0.014660480682322188,0.8864831523474306,0.0022276815101411997,9.258925550370119e-06
Hybrids,3,922,240,922,0.005063414560098929,0.014382395413877414,0.8868486569969469,0.0021461588046808693,8.54748705955211e-06
Hybrids,3,922,245,922,0.004954574890440412,0.014090429698763922,0.8871318046524652,0.0021374291723810198,8.31877810550283e-06
Hybrids,3,952,250,952,0.005032097669074732,0.01366650337975516,0.8900877871866879,0.002111229076965165,8.071107642403894e-06
Hybrids,3,949,255,949,0.0049173771985363875,0.012867276022045892,0.8902924632240741,0.002292102506624897,8.941374615252504e-06
Hybrids,3,946,260,946,0.00500745882826397,0.012506112427942865,0.8936208064104182,0.002333080443003356,9.199114129458787e-06
Hybrids,3,951,265,951,0.0050079875354636025,0.01214678017034862,0.8937695408835051,0.0023227792158552166,9.118009218672605e-06
Hybrids,3,924,270,924,0.004944694611955509,0.01143598402218716,0.8938587782197136,0.0024798649727208874,1.039330307107713e-05
Hybrids,3,937,275,937,0.005037293533897378,0.011202737117758753,0.8971922250016781,0.002532126482098546,1.0779871536142261e-05
Hybrids,3,950,280,950,0.0048809767423369866,0.011011995196912443,0.8973818301011041,0.0023084709548662733,9.481684903291279e-06
Hybrids,3,925,285,925,0.004894181029470347,0.01073611948257344,0.8975891462280163,0.0021984390628108337,8.599593493231065e-06
Hybrids,3,925,290,925,0.004702402096696718,0.010294114118293247,0.8977532798279138,0.0022459580430910053,8.87747044481646e-06
Hybrids,3,939,295,939,0.004591996746315946,0.010185401264556533,0.8981379638000438,0.0021488113731524864,8.146671347421887e-06
Hybrids,3,954,300,954,0.004515171723490724,0.009757653238721915,0.8982315124884743,0.002160872055105986,8.04652297392831e-06
Hybrids,3,885,305,885,0.004794461276595316,0.009207830290169526,0.899984144726907,0.0021584268108724484,8.007274591512954e-06
Hybrids,3,927,310,927,0.004709773709382178,0.009111348348831934,0.9016256502342205,0.0020803478112000843,7.4944660188834505e-06
Hybrids,3,947,315,947,0.004720805881055604,0.008588033089052063,0.9020778060917556,0.0020923824856954433,7.5774858406931476e-06
Hybrids,3,970,320,970,0.0046745596281949795,0.008270225610351224,0.9032834590032655,0.002343567729534203,9.310287557115308e-06
Hybrids,3,953,325,953,0.004570745980864168,0.008301035662501613,0.9051281829449245,0.002267000899786396,8.686190125471694e-06
Hybrids,3,951,330,951,0.004683192930301698,0.007966840433752558,0.9052735368230425,0.002241902031768928,8.494937081891511e-06
Hybrids,3,966,335,966,0.00473687737923957,0.007729346541959891,0.9053665530588834,0.0022203796565653526,8.255822595313685e-06
Hybrids,3,967,340,967,0.0045587324367205966,0.007639864615512251,0.906175446508564,0.0022612701628923395,8.550876313072304e-06
Hybrids,3,954,345,954,0.0045153294632786665,0.007642893145737908,0.9063362283601466,0.002302935977645413,8.675236202374343e-06
Hybrids,3,988,350,988,0.004487017809333683,0.007440363730744644,0.9064802197422981,0.002401938834993117,9.436106564308722e-06
Hybrids,3,984,355,984,0.004464813783430667,0.0073701415275109735,0.9099074813376493,0.0022326011483248935,8.105099674372395e-06
Hybrids,3,966,360,966,0.004530440443492001,0.007287166874624417,0.9100100720603779,0.002182150591908573,7.91499833429352e-06
Hybrids,3,995,365,995,0.004370459697081448,0.007046559384477105,0.9100511665967668,0.002141342721065029,7.589324243344842e-06
Hybrids,3,979,370,979,0.004322829677548057,0.007084520313866959,0.9100589707507137,0.0022446780679044776,8.33961519416231e-06
Hybrids,3,1006,375,1006,0.004387441541620133,0.006922683230404499,0.9101476736140276,0.002176631136575846,7.841436724130827e-06
Hybrids,3,988,380,988,0.004372572990355936,0.006837660382391322,0.9101678814382717,0.0023634459247341925,9.24538882711128e-06
Hybrids,3,965,385,965,0.0043116904676446036,0.006768932819056899,0.910172868581461,0.002308542760121448,8.821047776759678e-06
Hybrids,3,980,390,980,0.004278863731631416,0.006693670523571846,0.9104807941831614,0.002217265763833765,8.132431158409767e-06
Hybrids,3,965,395,965,0.004187646271546433,0.006635403494747773,0.9107581507582445,0.002278926334766138,8.585008711833812e-06
Hybrids,3,962,400,962,0.004085267155813042,0.006372166837923732,0.9121766669049653,0.002387031919162292,9.389992326811462e-06
Hybrids,3,896,405,896,0.004071888023464444,0.006196444950565453,0.9154760983994364,0.0024067971745746317,9.479576484226067e-06
Hybrids,3,935,410,935,0.004092570466579019,0.006074640313075135,0.9165272177424725,0.0024241572891233244,9.601029207094896e-06
Hybrids,3,947,415,947,0.004057784578632282,0.005953354423223703,0.9170197382506281,0.0023375987749566607,8.91683543940339e-06
Hybrids,3,948,420,948,0.003982365607792749,0.005850287061720646,0.9170843646894045,0.002396719401034693,9.372907843330604e-06
Hybrids,3,965,425,965,0.0039940475093717745,0.005784486072818174,0.9171199578092042,0.002486364996710833,1.008699142074368e-05
Hybrids,3,963,430,963,0.004043924349684639,0.005708251533747122,0.917179764659133,0.002485425088318709,1.0079388305248025e-05
Hybrids,3,958,435,958,0.004076467899768386,0.005678595743924498,0.918596368703062,0.0024406803254510344,9.588199703856816e-06
Hybrids,3,970,440,970,0.004025633775568013,0.005583121082767254,0.918692153214291,0.002453386853118078,9.625871019923204e-06
Hybrids,3,971,445,971,0.0040566304107760316,0.0055409451893652225,0.9210456246926997,0.0024594601760549364,9.634075266641662e-06
Hybrids,3,972,450,972,0.003885755195102915,0.0055024541320902905,0.9212042653583592,0.0024651572543077536,9.677561976716045e-06
Hybrids,3,960,455,960,0.0038477920245250374,0.0054550121693322726,0.9216118296731346,0.002427862414467242,9.381601510687754e-06
Hybrids,3,958,460,958,0.0038338203006247885,0.005421544975406803,0.9225625561073398,0.002409835648378369,9.190377405048268e-06
Hybrids,3,953,465,953,0.003762334385863764,0.005295642952576797,0.9226355717100513,0.002484395569524603,9.72158384000342e-06
Hybrids,3,970,470,970,0.0037405417004378163,0.0052172319580867255,0.9226379572671736,0.002417084118277531,9.201763527293018e-06
Hybrids,3,971,475,971,0.003609271018178107,0.005022190915419726,0.9226990450207159,0.0025050217252619343,9.883484160141026e-06
Hybrids,3,960,480,960,0.0035672157729676923,0.00502531730215347,0.922778664931165,0.0025631461223829654,1.0279119103375404e-05
Hybrids,3,979,485,979,0.0034638212189534367,0.004898562754395719,0.9233850041190219,0.002722527046666377,1.1468417435560056e-05
Hybrids,3,977,490,977,0.003372889195005955,0.004837645807682667,0.9243591762594603,0.002676643255449416,1.1179974339842126e-05
Hybrids,3,985,495,985,0.0031883528614265475,0.004678015074875422,0.9244580233232506,0.0027214668064376685,1.1557457150845836e-05
Hybrids,3,974,500,974,0.002945526116755632,0.004503449154154824,0.9246126499382304,0.0025429313845309926,9.88636450117335e-06
